instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr_bin,temp_bin,hum_bin,windspeed_bin,cnt_bin
14937,2012-09-19,Fall,1,Sep,13,0,Wed,1,Clear,24.599999999999998,31.06,40.0,16.997899999999998,55,234,289,Siang,Hangat,Rendah,Kencang,Tinggi
14938,2012-09-19,Fall,1,Sep,14,0,Wed,1,Clear,25.419999999999998,31.06,38.0,16.997899999999998,59,227,286,Siang,Hangat,Rendah,Kencang,Tinggi
14939,2012-09-19,Fall,1,Sep,15,0,Wed,1,Clear,25.419999999999998,31.06,35.0,0.0,57,254,311,Siang,Hangat,Rendah,Tenang,Tinggi
14940,2012-09-19,Fall,1,Sep,16,0,Wed,1,Clear,25.419999999999998,31.06,35.0,0.0,69,397,466,Siang,Hangat,Rendah,Tenang,Tinggi
14941,2012-09-19,Fall,1,Sep,17,0,Wed,1,Clear,24.599999999999998,31.06,38.0,15.001299999999999,74,812,886,Siang,Hangat,Rendah,Kencang,Tinggi
14942,2012-09-19,Fall,1,Sep,18,0,Wed,1,Clear,23.779999999999998,27.275,40.0,19.0012,85,807,892,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
14943,2012-09-19,Fall,1,Sep,19,0,Wed,1,Clear,22.96,26.515,43.0,15.001299999999999,72,539,611,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
14944,2012-09-19,Fall,1,Sep,20,0,Wed,1,Clear,21.32,25.0,48.0,11.0014,31,378,409,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
14945,2012-09-19,Fall,1,Sep,21,0,Wed,1,Clear,20.5,24.240000000000002,59.0,11.0014,25,324,349,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14946,2012-09-19,Fall,1,Sep,22,0,Wed,1,Clear,20.5,24.240000000000002,63.0,6.0032,31,198,229,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14947,2012-09-19,Fall,1,Sep,23,0,Wed,1,Clear,19.68,23.485,67.0,6.0032,17,106,123,Sore/Malam,Sedang,Sedang,Sedang,Tinggi
14948,2012-09-20,Fall,1,Sep,0,0,Thu,1,Clear,20.5,24.240000000000002,63.0,0.0,12,46,58,Malam,Hangat,Sedang,Tenang,Tinggi
14949,2012-09-20,Fall,1,Sep,1,0,Thu,1,Clear,18.86,22.725,72.0,7.0015,4,14,18,Malam,Sedang,Sedang,Sedang,Sedang
14950,2012-09-20,Fall,1,Sep,2,0,Thu,1,Clear,18.86,22.725,72.0,6.0032,2,9,11,Malam,Sedang,Sedang,Sedang,Sedang
14951,2012-09-20,Fall,1,Sep,3,0,Thu,1,Clear,18.04,21.97,77.0,0.0,0,6,6,Malam,Sedang,Tinggi,Tenang,Rendah
14952,2012-09-20,Fall,1,Sep,4,0,Thu,1,Clear,18.04,21.97,77.0,7.0015,0,6,6,Malam,Sedang,Tinggi,Sedang,Rendah
14953,2012-09-20,Fall,1,Sep,5,0,Thu,1,Clear,18.04,21.97,77.0,7.0015,4,52,56,Malam,Sedang,Tinggi,Sedang,Tinggi
14954,2012-09-20,Fall,1,Sep,6,0,Thu,1,Clear,18.04,21.97,77.0,0.0,9,161,170,Pagi,Sedang,Tinggi,Tenang,Tinggi
14955,2012-09-20,Fall,1,Sep,7,0,Thu,1,Clear,18.86,22.725,82.0,7.0015,20,514,534,Pagi,Sedang,Tinggi,Sedang,Tinggi
14956,2012-09-20,Fall,1,Sep,8,0,Thu,1,Clear,20.5,24.240000000000002,68.0,6.0032,44,746,790,Pagi,Hangat,Sedang,Sedang,Tinggi
14957,2012-09-20,Fall,1,Sep,9,0,Thu,1,Clear,22.96,26.515,60.0,6.0032,25,330,355,Pagi,Hangat,Sedang,Sedang,Tinggi
14958,2012-09-20,Fall,1,Sep,10,0,Thu,1,Clear,23.779999999999998,27.275,53.0,6.0032,33,157,190,Pagi,Hangat,Sedang,Sedang,Tinggi
14959,2012-09-20,Fall,1,Sep,11,0,Thu,1,Clear,25.419999999999998,31.06,43.0,0.0,37,206,243,Pagi,Hangat,Rendah,Tenang,Tinggi
14960,2012-09-20,Fall,1,Sep,12,0,Thu,1,Clear,25.419999999999998,31.06,43.0,8.9981,57,233,290,Siang,Hangat,Rendah,Sedang,Tinggi
14961,2012-09-20,Fall,1,Sep,13,0,Thu,1,Clear,26.240000000000002,31.06,44.0,8.9981,68,268,336,Siang,Hangat,Rendah,Sedang,Tinggi
14962,2012-09-20,Fall,1,Sep,14,0,Thu,1,Clear,26.240000000000002,31.06,47.0,12.998000000000001,76,222,298,Siang,Hangat,Rendah,Sedang,Tinggi
14963,2012-09-20,Fall,1,Sep,15,0,Thu,1,Clear,27.060000000000002,31.06,47.0,12.998000000000001,60,231,291,Siang,Hangat,Rendah,Sedang,Tinggi
14964,2012-09-20,Fall,1,Sep,16,0,Thu,1,Clear,26.240000000000002,31.06,47.0,11.0014,72,385,457,Siang,Hangat,Rendah,Sedang,Tinggi
14965,2012-09-20,Fall,1,Sep,17,0,Thu,1,Clear,26.240000000000002,31.06,50.0,15.001299999999999,91,885,976,Siang,Hangat,Rendah,Kencang,Tinggi
14966,2012-09-20,Fall,1,Sep,18,0,Thu,1,Clear,24.599999999999998,31.06,56.00000000000001,16.997899999999998,119,781,900,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
14967,2012-09-20,Fall,1,Sep,19,0,Thu,1,Clear,23.779999999999998,27.275,60.0,15.001299999999999,69,534,603,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
14968,2012-09-20,Fall,1,Sep,20,0,Thu,1,Clear,22.96,26.515,64.0,8.9981,57,360,417,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14969,2012-09-20,Fall,1,Sep,21,0,Thu,1,Clear,22.96,26.515,64.0,12.998000000000001,28,246,274,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14970,2012-09-20,Fall,1,Sep,22,0,Thu,1,Clear,22.14,25.759999999999998,73.0,7.0015,35,252,287,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14971,2012-09-20,Fall,1,Sep,23,0,Thu,1,Clear,22.14,25.759999999999998,68.0,7.0015,17,137,154,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14972,2012-09-21,Fall,1,Sep,0,0,Fri,1,Clear,22.14,25.759999999999998,68.0,0.0,13,53,66,Malam,Hangat,Sedang,Tenang,Tinggi
14973,2012-09-21,Fall,1,Sep,1,0,Fri,1,Clear,21.32,25.0,72.0,0.0,11,38,49,Malam,Hangat,Sedang,Tenang,Tinggi
14974,2012-09-21,Fall,1,Sep,2,0,Fri,1,Clear,21.32,25.0,72.0,0.0,6,8,14,Malam,Hangat,Sedang,Tenang,Sedang
14975,2012-09-21,Fall,1,Sep,3,0,Fri,1,Clear,20.5,24.240000000000002,77.0,6.0032,1,11,12,Malam,Hangat,Tinggi,Sedang,Sedang
14976,2012-09-21,Fall,1,Sep,4,0,Fri,1,Clear,20.5,24.240000000000002,77.0,0.0,1,9,10,Malam,Hangat,Tinggi,Tenang,Rendah
14977,2012-09-21,Fall,1,Sep,5,0,Fri,1,Clear,20.5,24.240000000000002,82.0,0.0,2,47,49,Malam,Hangat,Tinggi,Tenang,Tinggi
14978,2012-09-21,Fall,1,Sep,6,0,Fri,1,Clear,20.5,24.240000000000002,77.0,6.0032,19,146,165,Pagi,Hangat,Tinggi,Sedang,Tinggi
14979,2012-09-21,Fall,1,Sep,7,0,Fri,1,Clear,21.32,25.0,77.0,0.0,35,468,503,Pagi,Hangat,Tinggi,Tenang,Tinggi
14980,2012-09-21,Fall,1,Sep,8,0,Fri,1,Clear,22.14,25.759999999999998,73.0,8.9981,31,726,757,Pagi,Hangat,Sedang,Sedang,Tinggi
14981,2012-09-21,Fall,1,Sep,9,0,Fri,1,Clear,23.779999999999998,27.275,68.0,8.9981,35,348,383,Pagi,Hangat,Sedang,Sedang,Tinggi
14982,2012-09-21,Fall,1,Sep,10,0,Fri,1,Clear,25.419999999999998,30.305,61.0,15.001299999999999,44,181,225,Pagi,Hangat,Sedang,Kencang,Tinggi
14983,2012-09-21,Fall,1,Sep,11,0,Fri,1,Clear,27.060000000000002,31.06,56.99999999999999,15.001299999999999,79,242,321,Pagi,Hangat,Sedang,Kencang,Tinggi
14984,2012-09-21,Fall,1,Sep,12,0,Fri,1,Clear,27.880000000000003,31.819999999999997,56.99999999999999,11.0014,84,305,389,Siang,Hangat,Sedang,Sedang,Tinggi
14985,2012-09-21,Fall,1,Sep,13,0,Fri,1,Clear,28.7,32.574999999999996,54.0,11.0014,105,316,421,Siang,Hangat,Sedang,Sedang,Tinggi
14986,2012-09-21,Fall,1,Sep,14,0,Fri,1,Clear,28.7,32.574999999999996,54.0,19.999499999999998,113,299,412,Siang,Hangat,Sedang,Kencang,Tinggi
14987,2012-09-21,Fall,1,Sep,15,0,Fri,1,Clear,28.7,32.574999999999996,54.0,15.001299999999999,90,333,423,Siang,Hangat,Sedang,Kencang,Tinggi
14988,2012-09-21,Fall,1,Sep,16,0,Fri,1,Clear,28.7,32.574999999999996,54.0,12.998000000000001,103,464,567,Siang,Hangat,Sedang,Sedang,Tinggi
14989,2012-09-21,Fall,1,Sep,17,0,Fri,1,Clear,27.880000000000003,31.819999999999997,56.99999999999999,19.0012,107,739,846,Siang,Hangat,Sedang,Kencang,Tinggi
14990,2012-09-21,Fall,1,Sep,18,0,Fri,1,Clear,27.060000000000002,31.06,61.0,16.997899999999998,106,699,805,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
14991,2012-09-21,Fall,1,Sep,19,0,Fri,1,Clear,26.240000000000002,30.305,65.0,16.997899999999998,95,493,588,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
14992,2012-09-21,Fall,1,Sep,20,0,Fri,1,Clear,25.419999999999998,30.305,69.0,12.998000000000001,54,315,369,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14993,2012-09-21,Fall,1,Sep,21,0,Fri,1,Clear,24.599999999999998,29.544999999999998,73.0,16.997899999999998,46,266,312,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
14994,2012-09-21,Fall,1,Sep,22,0,Fri,1,Clear,24.599999999999998,29.544999999999998,73.0,12.998000000000001,47,248,295,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
14995,2012-09-21,Fall,1,Sep,23,0,Fri,1,Clear,24.599999999999998,29.544999999999998,73.0,22.0028,23,163,186,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
14996,2012-09-22,Fall,1,Sep,0,0,Sat,0,Clear,24.599999999999998,29.544999999999998,73.0,19.0012,32,140,172,Malam,Hangat,Sedang,Kencang,Tinggi
14997,2012-09-22,Fall,1,Sep,1,0,Sat,0,Clear,23.779999999999998,27.275,83.0,19.999499999999998,18,106,124,Malam,Hangat,Tinggi,Kencang,Tinggi
14998,2012-09-22,Fall,1,Sep,2,0,Sat,0,Clear,22.96,26.515,88.0,16.997899999999998,10,73,83,Malam,Hangat,Tinggi,Kencang,Tinggi
14999,2012-09-22,Fall,1,Sep,3,0,Sat,0,Clear,22.96,26.515,83.0,19.0012,6,39,45,Malam,Hangat,Tinggi,Kencang,Tinggi
15000,2012-09-22,Fall,1,Sep,4,0,Sat,0,Clear,22.96,26.515,83.0,19.0012,5,10,15,Malam,Hangat,Tinggi,Kencang,Sedang
15001,2012-09-22,Fall,1,Sep,5,0,Sat,0,Clear,22.96,26.515,83.0,22.0028,2,15,17,Malam,Hangat,Tinggi,Kencang,Sedang
15002,2012-09-22,Fall,1,Sep,6,0,Sat,0,Clear,22.96,26.515,83.0,19.999499999999998,6,35,41,Pagi,Hangat,Tinggi,Kencang,Tinggi
15003,2012-09-22,Fall,1,Sep,7,0,Sat,0,Clear,23.779999999999998,27.275,78.0,16.997899999999998,7,70,77,Pagi,Hangat,Tinggi,Kencang,Tinggi
15004,2012-09-22,Fall,1,Sep,8,0,Sat,0,Clear,24.599999999999998,29.544999999999998,73.0,19.999499999999998,21,197,218,Pagi,Hangat,Sedang,Kencang,Tinggi
15005,2012-09-22,Fall,1,Sep,9,0,Sat,0,Clear,26.240000000000002,30.305,69.0,16.997899999999998,88,289,377,Pagi,Hangat,Sedang,Kencang,Tinggi
15006,2012-09-22,Fall,1,Sep,10,0,Sat,0,Clear,27.060000000000002,31.06,65.0,22.0028,124,350,474,Pagi,Hangat,Sedang,Kencang,Tinggi
15007,2012-09-22,Fall,1,Sep,11,0,Sat,0,Clear,28.7,32.574999999999996,57.99999999999999,19.0012,189,437,626,Pagi,Hangat,Sedang,Kencang,Tinggi
15008,2012-09-22,Fall,1,Sep,12,0,Sat,0,Clear,29.52,33.335,54.0,19.999499999999998,228,460,688,Siang,Hangat,Sedang,Kencang,Tinggi
15009,2012-09-22,Fall,1,Sep,13,0,Sat,0,Clear,30.34,33.335,51.0,23.9994,273,434,707,Siang,Hangat,Sedang,Kencang,Tinggi
15010,2012-09-22,Fall,1,Sep,14,0,Sat,0,Clear,31.16,34.089999999999996,48.0,19.0012,250,404,654,Siang,Hangat,Rendah,Kencang,Tinggi
15011,2012-09-22,Fall,1,Sep,15,0,Sat,0,Clear,30.34,33.335,48.0,26.0027,307,443,750,Siang,Hangat,Rendah,Kencang,Tinggi
15012,2012-09-22,Fall,1,Sep,16,0,Sat,0,Clear,30.34,33.335,51.0,22.0028,253,427,680,Siang,Hangat,Sedang,Kencang,Tinggi
15013,2012-09-22,Fall,1,Sep,17,0,Sat,0,Clear,30.34,33.335,51.0,22.0028,195,451,646,Siang,Hangat,Sedang,Kencang,Tinggi
15014,2012-09-22,Fall,1,Sep,18,0,Sat,0,Clear,29.52,33.335,54.0,19.0012,171,427,598,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15015,2012-09-22,Fall,1,Sep,19,0,Sat,0,Clear,28.7,32.574999999999996,57.99999999999999,12.998000000000001,99,308,407,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
15016,2012-09-22,Fall,1,Sep,20,0,Sat,0,Clear,28.7,32.574999999999996,54.0,16.997899999999998,76,249,325,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15017,2012-09-22,Fall,1,Sep,21,0,Sat,0,Clear,26.240000000000002,31.06,56.99999999999999,16.997899999999998,59,202,261,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15018,2012-09-22,Fall,1,Sep,22,0,Sat,0,Clear,25.419999999999998,31.06,56.99999999999999,12.998000000000001,59,180,239,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
15019,2012-09-22,Fall,1,Sep,23,0,Sat,0,Clear,25.419999999999998,31.06,50.0,12.998000000000001,34,137,171,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15020,2012-09-23,Winter,1,Sep,0,0,Sun,0,Clear,25.419999999999998,31.06,38.0,16.997899999999998,34,146,180,Malam,Hangat,Rendah,Kencang,Tinggi
15021,2012-09-23,Winter,1,Sep,1,0,Sun,0,Clear,22.14,25.759999999999998,52.0,23.9994,23,119,142,Malam,Hangat,Sedang,Kencang,Tinggi
15022,2012-09-23,Winter,1,Sep,2,0,Sun,0,Clear,21.32,25.0,48.0,16.997899999999998,18,77,95,Malam,Hangat,Rendah,Kencang,Tinggi
15023,2012-09-23,Winter,1,Sep,3,0,Sun,0,Clear,19.68,23.485,55.00000000000001,19.999499999999998,13,41,54,Malam,Sedang,Sedang,Kencang,Tinggi
15024,2012-09-23,Winter,1,Sep,4,0,Sun,0,Clear,18.86,22.725,55.00000000000001,15.001299999999999,1,9,10,Malam,Sedang,Sedang,Kencang,Rendah
15025,2012-09-23,Winter,1,Sep,5,0,Sun,0,Clear,18.86,22.725,59.0,16.997899999999998,1,5,6,Malam,Sedang,Sedang,Kencang,Rendah
15026,2012-09-23,Winter,1,Sep,6,0,Sun,0,Clear,18.04,21.97,62.0,16.997899999999998,5,11,16,Pagi,Sedang,Sedang,Kencang,Sedang
15027,2012-09-23,Winter,1,Sep,7,0,Sun,0,Clear,18.86,22.725,59.0,15.001299999999999,9,48,57,Pagi,Sedang,Sedang,Kencang,Tinggi
15028,2012-09-23,Winter,1,Sep,8,0,Sun,0,Clear,19.68,23.485,55.00000000000001,23.9994,38,137,175,Pagi,Sedang,Sedang,Kencang,Tinggi
15029,2012-09-23,Winter,1,Sep,9,0,Sun,0,Clear,20.5,24.240000000000002,51.0,22.0028,71,205,276,Pagi,Hangat,Sedang,Kencang,Tinggi
15030,2012-09-23,Winter,1,Sep,10,0,Sun,0,Clear,22.14,25.759999999999998,45.0,16.997899999999998,138,351,489,Pagi,Hangat,Rendah,Kencang,Tinggi
15031,2012-09-23,Winter,1,Sep,11,0,Sun,0,Clear,22.96,26.515,46.0,16.997899999999998,186,384,570,Pagi,Hangat,Rendah,Kencang,Tinggi
15032,2012-09-23,Winter,1,Sep,12,0,Sun,0,Clear,22.96,26.515,43.0,7.0015,250,526,776,Siang,Hangat,Rendah,Sedang,Tinggi
15033,2012-09-23,Winter,1,Sep,13,0,Sun,0,Clear,24.599999999999998,31.06,38.0,11.0014,257,445,702,Siang,Hangat,Rendah,Sedang,Tinggi
15034,2012-09-23,Winter,1,Sep,14,0,Sun,0,Clear,24.599999999999998,31.06,38.0,12.998000000000001,266,400,666,Siang,Hangat,Rendah,Sedang,Tinggi
15035,2012-09-23,Winter,1,Sep,15,0,Sun,0,Clear,24.599999999999998,31.06,33.0,15.001299999999999,265,375,640,Siang,Hangat,Rendah,Kencang,Tinggi
15036,2012-09-23,Winter,1,Sep,16,0,Sun,0,Clear,24.599999999999998,31.06,33.0,22.0028,254,437,691,Siang,Hangat,Rendah,Kencang,Tinggi
15037,2012-09-23,Winter,1,Sep,17,0,Sun,0,Clear,22.96,26.515,35.0,19.999499999999998,227,496,723,Siang,Hangat,Rendah,Kencang,Tinggi
15038,2012-09-23,Winter,1,Sep,18,0,Sun,0,Clear,22.14,25.759999999999998,37.0,12.998000000000001,135,405,540,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15039,2012-09-23,Winter,1,Sep,19,0,Sun,0,Clear,21.32,25.0,42.0,11.0014,82,331,413,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15040,2012-09-23,Winter,1,Sep,20,0,Sun,0,Clear,21.32,25.0,42.0,11.0014,60,192,252,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15041,2012-09-23,Winter,1,Sep,21,0,Sun,0,Mist,21.32,25.0,48.0,7.0015,51,145,196,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15042,2012-09-23,Winter,1,Sep,22,0,Sun,0,Clear,21.32,25.0,48.0,0.0,40,98,138,Sore/Malam,Hangat,Rendah,Tenang,Tinggi
15043,2012-09-23,Winter,1,Sep,23,0,Sun,0,Mist,20.5,24.240000000000002,59.0,7.0015,30,70,100,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
15044,2012-09-24,Winter,1,Sep,0,0,Mon,1,Clear,18.86,22.725,63.0,12.998000000000001,10,54,64,Malam,Sedang,Sedang,Sedang,Tinggi
15045,2012-09-24,Winter,1,Sep,1,0,Mon,1,Clear,18.86,22.725,67.0,8.9981,6,12,18,Malam,Sedang,Sedang,Sedang,Sedang
15046,2012-09-24,Winter,1,Sep,2,0,Mon,1,Mist,18.86,22.725,63.0,8.9981,0,8,8,Malam,Sedang,Sedang,Sedang,Rendah
15047,2012-09-24,Winter,1,Sep,3,0,Mon,1,Clear,18.86,22.725,63.0,11.0014,0,5,5,Malam,Sedang,Sedang,Sedang,Rendah
15048,2012-09-24,Winter,1,Sep,4,0,Mon,1,Clear,18.04,21.97,67.0,7.0015,0,8,8,Malam,Sedang,Sedang,Sedang,Rendah
15049,2012-09-24,Winter,1,Sep,5,0,Mon,1,Clear,18.86,22.725,63.0,0.0,2,35,37,Malam,Sedang,Sedang,Tenang,Tinggi
15050,2012-09-24,Winter,1,Sep,6,0,Mon,1,Clear,18.86,22.725,59.0,0.0,6,162,168,Pagi,Sedang,Sedang,Tenang,Tinggi
15051,2012-09-24,Winter,1,Sep,7,0,Mon,1,Clear,18.86,22.725,67.0,8.9981,17,513,530,Pagi,Sedang,Sedang,Sedang,Tinggi
15052,2012-09-24,Winter,1,Sep,8,0,Mon,1,Clear,20.5,24.240000000000002,55.00000000000001,12.998000000000001,31,719,750,Pagi,Hangat,Sedang,Sedang,Tinggi
15053,2012-09-24,Winter,1,Sep,9,0,Mon,1,Clear,21.32,25.0,52.0,12.998000000000001,42,286,328,Pagi,Hangat,Sedang,Sedang,Tinggi
15054,2012-09-24,Winter,1,Sep,10,0,Mon,1,Clear,22.14,25.759999999999998,49.0,15.001299999999999,52,146,198,Pagi,Hangat,Rendah,Kencang,Tinggi
15055,2012-09-24,Winter,1,Sep,11,0,Mon,1,Clear,22.96,26.515,37.0,12.998000000000001,71,167,238,Pagi,Hangat,Rendah,Sedang,Tinggi
15056,2012-09-24,Winter,1,Sep,12,0,Mon,1,Clear,22.96,26.515,35.0,19.999499999999998,77,265,342,Siang,Hangat,Rendah,Kencang,Tinggi
15057,2012-09-24,Winter,1,Sep,13,0,Mon,1,Clear,24.599999999999998,31.06,31.0,19.999499999999998,80,248,328,Siang,Hangat,Rendah,Kencang,Tinggi
15058,2012-09-24,Winter,1,Sep,14,0,Mon,1,Clear,24.599999999999998,30.305,28.000000000000004,0.0,77,226,303,Siang,Hangat,Rendah,Tenang,Tinggi
15059,2012-09-24,Winter,1,Sep,15,0,Mon,1,Clear,24.599999999999998,31.06,31.0,0.0,84,216,300,Siang,Hangat,Rendah,Tenang,Tinggi
15060,2012-09-24,Winter,1,Sep,16,0,Mon,1,Clear,23.779999999999998,27.275,30.0,16.997899999999998,99,417,516,Siang,Hangat,Rendah,Kencang,Tinggi
15061,2012-09-24,Winter,1,Sep,17,0,Mon,1,Clear,23.779999999999998,27.275,30.0,0.0,89,809,898,Siang,Hangat,Rendah,Tenang,Tinggi
15062,2012-09-24,Winter,1,Sep,18,0,Mon,1,Clear,22.14,25.759999999999998,37.0,11.0014,95,758,853,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15063,2012-09-24,Winter,1,Sep,19,0,Mon,1,Clear,21.32,25.0,39.0,8.9981,56,534,590,Sore/Malam,Hangat,Rendah,Sedang,Tinggi
15064,2012-09-24,Winter,1,Sep,20,0,Mon,1,Clear,21.32,25.0,52.0,7.0015,52,380,432,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
15065,2012-09-24,Winter,1,Sep,21,0,Mon,1,Clear,20.5,24.240000000000002,51.0,8.9981,26,230,256,Sore/Malam,Hangat,Sedang,Sedang,Tinggi
15066,2012-09-24,Winter,1,Sep,22,0,Mon,1,Clear,20.5,24.240000000000002,51.0,15.001299999999999,18,154,172,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15067,2012-09-24,Winter,1,Sep,23,0,Mon,1,Clear,18.86,22.725,63.0,8.9981,11,83,94,Sore/Malam,Sedang,Sedang,Sedang,Tinggi
15068,2012-09-25,Winter,1,Sep,0,0,Tue,1,Clear,18.86,22.725,67.0,11.0014,8,56,64,Malam,Sedang,Sedang,Sedang,Tinggi
15069,2012-09-25,Winter,1,Sep,1,0,Tue,1,Clear,18.04,21.97,72.0,8.9981,2,11,13,Malam,Sedang,Sedang,Sedang,Sedang
15070,2012-09-25,Winter,1,Sep,2,0,Tue,1,Clear,17.22,21.21,77.0,8.9981,5,9,14,Malam,Sedang,Tinggi,Sedang,Sedang
15071,2012-09-25,Winter,1,Sep,3,0,Tue,1,Clear,17.22,21.21,71.0,6.0032,2,3,5,Malam,Sedang,Sedang,Sedang,Rendah
15072,2012-09-25,Winter,1,Sep,4,0,Tue,1,Clear,17.22,21.21,71.0,8.9981,2,7,9,Malam,Sedang,Sedang,Sedang,Rendah
15073,2012-09-25,Winter,1,Sep,5,0,Tue,1,Clear,17.22,21.21,77.0,6.0032,1,46,47,Malam,Sedang,Tinggi,Sedang,Tinggi
15074,2012-09-25,Winter,1,Sep,6,0,Tue,1,Clear,18.04,21.97,77.0,15.001299999999999,5,189,194,Pagi,Sedang,Tinggi,Kencang,Tinggi
15075,2012-09-25,Winter,1,Sep,7,0,Tue,1,Clear,18.04,21.97,77.0,12.998000000000001,17,539,556,Pagi,Sedang,Tinggi,Sedang,Tinggi
15076,2012-09-25,Winter,1,Sep,8,0,Tue,1,Clear,19.68,23.485,67.0,12.998000000000001,41,764,805,Pagi,Sedang,Sedang,Sedang,Tinggi
15077,2012-09-25,Winter,1,Sep,9,0,Tue,1,Clear,22.14,25.759999999999998,56.00000000000001,16.997899999999998,28,381,409,Pagi,Hangat,Sedang,Kencang,Tinggi
15078,2012-09-25,Winter,1,Sep,10,0,Tue,1,Clear,22.96,26.515,52.0,19.999499999999998,45,125,170,Pagi,Hangat,Sedang,Kencang,Tinggi
15079,2012-09-25,Winter,1,Sep,11,0,Tue,1,Clear,24.599999999999998,31.06,46.0,19.999499999999998,63,155,218,Pagi,Hangat,Rendah,Kencang,Tinggi
15080,2012-09-25,Winter,1,Sep,12,0,Tue,1,Clear,25.419999999999998,31.06,43.0,19.0012,69,233,302,Siang,Hangat,Rendah,Kencang,Tinggi
15081,2012-09-25,Winter,1,Sep,13,0,Tue,1,Clear,26.240000000000002,31.06,47.0,16.997899999999998,48,257,305,Siang,Hangat,Rendah,Kencang,Tinggi
15082,2012-09-25,Winter,1,Sep,14,0,Tue,1,Clear,27.060000000000002,31.06,39.0,22.0028,80,213,293,Siang,Hangat,Rendah,Kencang,Tinggi
15083,2012-09-25,Winter,1,Sep,15,0,Tue,1,Clear,27.060000000000002,31.06,36.0,22.0028,56,247,303,Siang,Hangat,Rendah,Kencang,Tinggi
15084,2012-09-25,Winter,1,Sep,16,0,Tue,1,Clear,27.060000000000002,31.06,39.0,19.999499999999998,59,436,495,Siang,Hangat,Rendah,Kencang,Tinggi
15085,2012-09-25,Winter,1,Sep,17,0,Tue,1,Clear,27.060000000000002,31.06,39.0,19.0012,107,860,967,Siang,Hangat,Rendah,Kencang,Tinggi
15086,2012-09-25,Winter,1,Sep,18,0,Tue,1,Clear,26.240000000000002,31.06,41.0,15.001299999999999,64,758,822,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
15087,2012-09-25,Winter,1,Sep,19,0,Tue,1,Clear,25.419999999999998,31.06,50.0,16.997899999999998,49,490,539,Sore/Malam,Hangat,Rendah,Kencang,Tinggi
15088,2012-09-25,Winter,1,Sep,20,0,Tue,1,Clear,24.599999999999998,31.06,56.00000000000001,19.999499999999998,37,388,425,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15089,2012-09-25,Winter,1,Sep,21,0,Tue,1,Clear,24.599999999999998,31.06,56.00000000000001,19.999499999999998,34,263,297,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15090,2012-09-25,Winter,1,Sep,22,0,Tue,1,Clear,24.599999999999998,31.06,56.00000000000001,19.0012,14,174,188,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15091,2012-09-25,Winter,1,Sep,23,0,Tue,1,Clear,24.599999999999998,31.06,56.00000000000001,22.0028,9,89,98,Sore/Malam,Hangat,Sedang,Kencang,Tinggi
15092,2012-09-26,Winter,1,Sep,0,0,Wed,1,Clear,23.779999999999998,27.275,64.0,19.999499999999998,6,34,40,Malam,Hangat,Sedang,Kencang,Tinggi
15093,2012-09-26,Winter,1,Sep,1,0,Wed,1,Clear,23.779999999999998,27.275,64.0,22.0028,10,19,29,Malam,Hangat,Sedang,Kencang,Sedang
15094,2012-09-26,Winter,1,Sep,2,0,Wed,1,Mist,23.779999999999998,27.275,64.0,19.0012,2,15,17,Malam,Hangat,Sedang,Kencang,Sedang
15095,2012-09-26,Winter,1,Sep,3,0,Wed,1,Mist,23.779999999999998,27.275,64.0,19.0012,4,6,10,Malam,Hangat,Sedang,Kencang,Rendah
